(1177581266.9+0j),(-588783264.88+1019802090.97j)
(-554175.013679-2438040.96704j),(2388470.76493+739097.093604j)
(-638043.495399-2576951.43657j),(2550766.59004+735956.22544j)
(-548525.846422-2767029.99384j),(2670661.0861+908487.710263j)
(-624597.729037-2598716.32435j),(2562851.44096+758464.315759j)
(-415670.382717-2603199.54975j),(2462301.95858+941646.360567j)
(-624197.840881-2675663.5791j),(2629314.90378+797247.295323j)
(-518653.973385-2628278.84298j),(2535500.08415+864969.365358j)
(-617609.586657-2952016.0797j),(2865319.75423+941076.943995j)
(-576340.735554-2756800.18273j),(2675622.81263+879261.599176j)
(-447845.404625-2890137.9465j),(2726903.4096+1057203.96318j)
(-482781.164637-2702282.60302j),(2581737.63777+933058.515263j)
(-452384.967176-2570998.501j),(2452743.60584+893712.311218j)
(-728487.002677-2709709.65203j),(2710895.37997+723934.820527j)
(-532165.553888-2840191.16953j),(2725800.86089+959284.052419j)
(-631178.430999-2952504.13044j),(2872550.6702+929656.830524j)
(-743403.652541-2764396.39345j),(2765735.5766+738431.434106j)
(-381920.890743-3048690.71221j),(2831235.86964+1193683.90804j)
(-674793.919679-3142882.96726j),(3059153.81575+987080.197307j)
(-462695.172275-3001606.37216j),(2830803.5594+1100067.72278j)
(-559835.042324-3027093.2659j),(2901533.90665+1028754.01649j)
(-439559.237979-2860337.88697j),(2697010.12055+1049513.17516j)
(-679940.012434-3063866.29976j),(2993338.80146+943111.533757j)
(-828854.887486-2901186.40637j),(2926920.20468+732788.361796j)
(-564001.725568-3450236.75176j),(3269950.1354+1236635.6733j)
(-738501.037701-3229333.73685j),(3165998.83635+975111.48482j)
(-346690.304706-3024688.52685j),(2792674.922+1212156.25871j)
(-667768.431153-3160913.84068j),(3071253.33364+1002134.70526j)
(-535377.955178-3220523.47194j),(3056754.64815+1146622.71422j)
(-506513.138407-3337466.12995j),(3143609.18203+1230151.91993j)
(-479565.966918-3329546.54956j),(3123276.11676+1249379.04203j)
(-535351.114301-3423524.3325j),(3232544.54856+1248116.19964j)
(-689685.249966-3351234.81278j),(3247163.92471+1078361.41465j)
(-532311.867607-3506359.13341j),(3302746.40579+1292102.91892j)
(-677148.070367-3682859.94475j),(3528073.14894+1255034.46333j)
(-540062.828152-3444060.97304j),(3252636.32816+1254319.10537j)
(-526051.579787-3588677.33169j),(3370950.21013+1338734.53885j)
(-771803.230233-3674843.26856j),(3568507.33126+1168926.50254j)
(-630886.476226-3562217.14511j),(3400417.30553+1234852.74504j)
(-552545.772682-3673553.02624j),(3457753.03795+1358264.85452j)
(-460739.397158-3575466.63379j),(3326831.25295+1388718.10837j)
(-659437.546132-3438688.18351j),(3307697.13005+1148161.48001j)
(-635027.333888-3450476.31626j),(3305803.50188+1175236.60081j)
(-831389.414397-3839420.2606j),(3740779.4854+1199723.05996j)
(-1043929.91454-4129543.54456j),(4098235.35486+1160695.75707j)
(-638974.19722-3820553.01721j),(3628154.63142+1356911.85229j)
(-331379.790599-3991667.98131j),(3622615.81519+1708835.90575j)
(-782124.203307-3728844.72319j),(3620246.27412+1187051.86236j)
(-639253.969154-3896343.42944j),(3693975.38683+1394529.62647j)
(-719390.961007-3811406.76425j),(3660485.66237+1282728.59854j)
(-878904.272792-3876415.2702j),(3796476.97177+1177076.89472j)
(-993034.219923-4130059.9622j),(4073229.9497+1205079.37699j)
(-510883.727579-3846557.90552j),(3586596.66389+1480911.53026j)
(-386810.059081-4388360.79026j),(3993724.36365+1859096.25867j)
(-422243.892425-3911750.52137j),(3598863.2217+1590225.32814j)
(-328595.644777-4351663.94426j),(3932827.18319+1891211.648j)
(-596020.907349-4304607.86035j),(4025873.11307+1636034.95687j)
(-520958.947685-3955213.27594j),(3685816.19912+1526458.32507j)
(-549509.091001-4393526.29883j),(4079611.49439+1720854.5976j)
(-513820.74776-4588124.09728j),(4230282.66545+1848999.04122j)
(-441109.775259-4808758.43365j),(4385036.92964+2022357.8394j)
(-526934.236842-4451089.78065j),(4118196.84127+1769252.06993j)
(-307752.640487-4921917.84113j),(4416267.75996+2194305.45884j)
(-804616.391156-4596089.70999j),(4382609.85263+1601327.97858j)
(-380413.696019-4339094.91366j),(3948020.65536+1840184.10661j)
(-270573.629444-5185745.54714j),(4626334.75916+2358484.1884j)
(-508026.05292-5035241.87303j),(4614705.74334+2077512.75314j)
(-385359.634796-5244031.35531j),(4734093.3116+2288265.61159j)
(-464728.068167-4695630.38095j),(4299038.5857+1945495.26705j)
(-638008.85668-5411139.81577j),(5005101.42734+2153111.1114j)
(-1012263.63312-5242082.47695j),(5045755.45497+1744248.84745j)
(-588401.865228-5551102.9757j),(5101615.52162+2266029.5635j)
(-726993.133648-5867395.61485j),(5444857.35839+2304241.99341j)
(-827260.87609-5528268.12111j),(5201310.48558+2047724.05311j)
(-602312.059019-5542263.66002j),(5101008.64976+2249381.53755j)
(-603581.592577-5765352.20801j),(5294681.5993+2360129.69019j)
(-771629.833389-5915849.06434j),(5508933.6581+2289718.38545j)
(-607203.08764-5587225.80746j),(5142281.99609+2267691.33232j)
(-926388.970085-5637536.66128j),(5345426.60919+2016383.37957j)
(-976367.524001-6159770.89817j),(5822442.93528+2234344.06921j)
(-1015125.12407-6551220.77051j),(6180944.80095+2396464.22976j)
(-238865.83083-6762529.10636j),(5975967.02321+3174369.56691j)
(-471777.059798-6561956.92597j),(5918571.39865+2872485.41427j)
(-235509.047393-6024507.54819j),(5335052.40756+2808383.34059j)
(-609608.979955-6146287.98157j),(5627482.65294+2545245.47429j)
(-1049852.57703-6558081.78619j),(6204329.24467+2369847.57648j)
(-582211.330592-6856113.34551j),(6228522.74223+2923956.1556j)
(-950264.09245-7024777.97058j),(6558677.07539+2689317.33104j)
(-815133.148912-6573014.23849j),(6099886.67563+2580556.30833j)
(-446096.906002-6722124.88495j),(6044829.61179+2974804.88748j)
(-147367.743824-7183457.60345j),(6294754.64849+3464234.29127j)
(-146911.024141-7729717.51142j),(6767510.815+3737698.90707j)
(-1309331.97522-7330416.79029j),(7002749.53285+2531450.54649j)
(-397463.718416-7355963.27918j),(6569260.64509+3333847.96332j)
(-822480.632199-8137328.73195j),(7458477.2778+3356121.62464j)
(-291461.146217-7677998.12651j),(6795120.58101+3586824.66765j)
(-484628.227624-8983082.10162j),(8021918.31477+4071839.09247j)
(-551152.067471-8371968.75467j),(7525952.52334+3708780.99652j)
(-924446.507722-8673969.79121j),(7974211.72619+3536423.56442j)
(-1761111.23035-8322494.25203j),(8087949.77495+2636264.11789j)
(-244174.969414-9483784.72478j),(8335329.17978+4530597.12163j)
(-667431.657264-10416382.1054j),(9354583.12922+4630076.29988j)
(152303.955103-9739477.31163j),(8358729.67029+5002084.60681j)
(-828430.258494-9651025.28464j),(8772195.79594+4107952.5004j)
(-751172.126432-9126887.63139j),(8279471.529+3913013.22828j)
(377080.095105-9786822.30369j),(8287105.41878+5220057.01582j)
(-917197.77491-10949845.9741j),(9941430.00887+4680922.12995j)
(-713110.106572-11566530.3375j),(10373430.4186+5165771.68894j)
(-1167464.63285-11718440.7389j),(10732364.8364+4847962.79928j)
(168395.214437-11397243.9074j),(9786546.19652+5844315.92621j)
(-68038.2893254-12366524.1804j),(10743664.5319+6124231.20678j)
(-51956.253644-11722145.3765j),(10177585.9941+5816192.70353j)
(287554.664787-13409403.3516j),(11469115.3254+6953702.27191j)
(-2296964.6374-13777651.4057j),(13080093.8312+4899247.90203j)
(-1237679.81621-13078116.7995j),(11944396.9228+5467481.32026j)
(-164333.857543-13960776.3046j),(12172679.1556+6838027.17005j)
(547794.217633-16178321.8007j),(13737057.2107+8563767.74955j)
(-746425.273537-16986755.5668j),(15084042.5395+7847030.73373j)
(201707.013124-17310857.6355j),(14891032.444+8830250.37749j)
(414615.339685-16782649.664j),(14327121.8812+8750618.61624j)
(-671694.339612-17547276.8113j),(15532616.4128+8191698.97716j)
(-333012.375132-18345660.3327j),(16054717.2473+8884609.28198j)
(-203469.783315-22363384.7044j),(19469463.2292+11005363.5072j)
(-2393038.66462-22995493.9636j),(21110935.1536+9425147.1563j)
(-818101.383864-21625004.758j),(19136944.9084+10103831.1837j)
(-693468.296687-24215866.0506j),(21318359.7602+11507368.2867j)
(-1013192.23039-24859415.0109j),(22036075.8084+11552244.2627j)
(-3014477.64652-30810484.0544j),(28189935.9193+12794394.4528j)
(-1573286.21236-31228860.46j),(27831593.3518+14251725.8668j)
(-1897862.16399-33675030.9136j),(30112169.3646+15193825.5157j)
(-569706.123232-35596598.9646j),(31112408.062+17304811.8188j)
(2822625.56572-40884598.8306j),(33995521.9237+22887043.3601j)
(-2164131.65437-51783498.1385j),(45927791.8233+24017271.147j)
(-6638119.69715-48396485.4824j),(45231546.8067+18449180.7993j)
(333927.973827-60987393.9991j),(52649780.2281+30782852.5887j)
(-3935420.51156-70911735.0911j),(63379298.1961+32047549.5369j)
(527673.313103-88689089.0489j),(76542951.7854+44801874.011j)
(848445.166566-127442144.519j),(109944589.599+64455207.5654j)
(10691579.3389-189994513.192j),(159194394.996+104256715.301j)
(-18163627.9879-348943259.666j),(311276070.236+158742197.073j)
